id,专利类型,案件受理年份,案件判决年份,专利权人是否为外国人,原告数量,原告类型,被告数量,被告类型,侵权企业规模,请求赔偿金额,地区变量,侵权行为数量,是否恶意侵权,赔偿金额
860,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
861,2,2017,2018,0,0,1,1,1,3,2,5,4,0,2
862,2,2016,2017,0,0,1,0,1,4,5,5,3,1,0
863,2,2018,2018,0,0,0,0,1,5,0,3,4,0,1
864,2,2017,2017,0,1,0,0,0,1,0,1,5,0,3
865,2,2014,2015,0,0,0,0,0,1,0,4,5,0,2
866,2,2018,2018,0,0,1,0,1,6,4,3,4,1,0
867,2,2015,2015,0,0,0,0,0,1,5,3,4,1,0
868,2,2018,2018,0,0,1,0,1,3,0,3,2,1,0
869,2,2017,2017,0,0,1,1,1,4,0,3,4,0,3
870,2,2016,2017,0,0,1,1,1,6,0,5,4,0,2
871,2,2016,2016,0,0,0,0,1,3,0,2,5,0,2
872,2,2016,2016,0,0,0,0,1,3,0,2,5,0,2
873,2,2015,2016,0,0,1,0,1,6,0,3,5,0,4
874,2,2016,2016,0,0,1,0,0,1,1,6,5,0,1
875,2,2016,2020,0,0,1,1,1,3,2,1,5,0,1
876,2,2016,2016,0,0,1,0,0,1,1,6,4,0,1
877,2,2016,2017,0,0,1,1,1,6,2,3,4,0,2
878,2,2016,2016,0,0,0,1,0,1,5,2,5,0,2
879,2,2016,2017,0,0,1,0,1,6,4,4,4,0,1
880,2,2017,2018,0,1,1,0,1,4,4,4,5,0,2
881,2,2017,2018,0,0,1,0,1,5,0,4,4,0,2
882,2,2018,2018,0,0,1,0,0,2,3,4,4,0,2
883,2,2017,2017,0,0,1,0,1,3,0,4,4,0,2
884,2,2014,2016,0,0,1,0,1,4,0,4,4,1,0
885,2,2014,2015,0,0,1,1,1,6,0,4,4,1,0
886,2,2018,2019,0,0,1,0,1,4,2,4,5,0,1
887,2,2018,2019,0,0,1,0,1,3,2,4,5,0,2
888,2,2017,2017,0,0,1,0,1,3,0,4,4,0,2
889,2,2017,2018,0,1,1,0,0,1,0,4,4,0,3
890,2,2018,2019,0,1,1,0,0,1,0,4,5,0,3
891,2,2014,2015,0,0,0,0,0,2,0,4,4,0,2
892,2,2016,2017,0,0,1,1,1,6,0,4,4,0,2
893,2,2016,2016,0,0,1,1,1,4,4,4,5,0,2
894,2,2017,2018,0,0,1,1,0,3,3,4,5,0,1
895,2,2017,2017,0,0,1,0,0,1,3,4,5,0,2
896,2,2017,2017,0,1,1,0,1,4,0,4,5,0,2
897,2,2017,2017,0,1,1,0,1,3,0,4,5,0,2
898,2,2016,2017,0,0,1,0,1,5,2,2,5,1,0
899,2,2017,2018,0,0,1,1,1,5,5,4,5,0,4
900,2,2018,2018,0,1,1,1,1,6,0,4,4,0,1
901,2,2017,2017,0,0,1,1,1,4,2,4,5,0,2
902,2,2017,2017,0,0,1,0,1,4,2,3,5,0,2
903,2,2015,2016,0,0,1,0,0,1,0,4,4,0,2
904,2,2015,2015,0,0,1,0,1,3,2,4,4,1,0
905,2,2018,2018,0,0,1,0,0,1,0,4,4,0,1
906,2,2015,2017,0,0,1,1,1,3,4,4,5,0,2
907,2,2016,2018,0,0,1,1,1,6,4,4,5,0,4
908,2,2018,2019,0,0,1,1,1,6,4,3,5,0,2
909,2,2016,2016,0,0,1,0,1,2,3,4,5,0,2
910,2,2016,2018,0,0,1,0,1,3,4,4,5,0,2
911,2,2017,2018,0,0,1,1,0,1,2,7,5,0,1
912,2,2016,2016,0,0,0,1,1,6,3,3,3,0,3
913,2,2016,2017,0,0,0,1,1,4,3,3,5,0,2
914,2,2016,2016,0,0,0,1,1,6,3,3,4,0,2
915,2,2015,2016,0,0,0,1,1,4,4,3,5,0,2
916,2,2016,2016,0,0,0,0,0,1,0,3,5,1,0
917,2,2015,2015,0,0,0,0,1,3,0,3,5,1,0
918,2,2016,2017,0,0,0,0,1,4,0,3,5,0,1
919,2,2018,2019,0,1,1,0,1,4,4,4,4,0,2
920,2,2018,2019,0,1,1,0,0,1,4,4,4,0,2
921,2,2015,2016,0,0,0,0,1,4,0,3,4,1,0
922,2,2014,2015,0,0,0,1,1,6,6,3,5,0,3
923,2,2015,2015,0,0,0,1,1,6,0,3,5,0,3
924,2,2018,2019,0,0,0,0,0,3,3,4,5,0,2
925,2,2015,2016,0,0,0,1,1,6,2,4,4,0,2
926,2,2016,2016,0,0,0,0,1,4,0,3,5,0,2
927,2,2018,2019,0,0,0,1,1,5,0,4,5,0,3
928,2,2017,2017,0,0,0,1,1,4,3,4,4,0,2
929,2,2016,2020,0,0,1,1,1,6,3,3,4,1,0
930,2,2015,2015,0,0,1,0,1,2,2,3,4,1,0
931,2,2017,2017,0,0,1,0,0,1,0,3,5,0,2
932,2,2016,2017,0,0,1,1,1,5,4,4,4,1,0
933,2,2018,2019,0,0,1,0,1,4,4,4,5,0,3
934,2,2016,2017,0,0,1,0,1,2,4,4,4,0,1
935,2,2018,2018,0,0,0,0,1,6,3,5,5,1,0
936,2,2014,2015,0,0,1,0,0,1,3,3,5,0,2
937,2,2018,2019,0,0,1,1,1,6,3,3,4,0,2
938,2,2018,2019,0,0,1,1,1,4,3,3,5,0,3
939,2,2018,2019,0,0,1,1,1,4,4,3,5,0,2
940,2,2015,2016,0,0,1,1,1,4,5,3,4,1,0
941,2,2016,2017,0,0,0,1,1,4,3,3,5,0,3
942,2,2014,2015,0,0,1,1,1,5,4,7,5,1,0
943,2,2015,2016,0,0,0,1,1,6,2,3,5,0,2
944,2,2015,2016,0,0,1,0,1,6,0,7,5,0,1
945,2,2018,2018,0,0,1,1,1,6,2,7,4,0,2
946,2,2018,2018,0,0,1,0,1,3,2,7,4,0,1
947,2,2018,2018,0,0,1,0,1,2,2,7,4,0,2
948,2,2014,2015,0,0,0,1,1,6,5,3,5,1,0
949,2,2015,2015,0,0,1,0,0,1,0,6,5,1,0
950,2,2016,2016,0,0,0,0,0,1,0,4,3,0,3
951,2,2016,2016,0,0,1,0,0,1,0,5,5,0,1
952,2,2017,2017,0,0,0,1,1,4,3,3,4,1,0
953,2,2017,2018,0,0,1,0,1,6,3,4,3,1,0
954,2,2016,2016,0,0,1,0,1,4,1,3,4,1,0
955,2,2014,2015,0,0,1,0,1,2,2,7,5,0,1
956,2,2014,2015,0,0,1,0,0,1,2,7,5,0,1
957,2,2014,2015,0,0,1,0,1,3,2,7,5,0,1
958,2,2014,2015,0,0,1,0,0,1,1,7,5,0,1
959,2,2014,2015,0,0,1,0,1,6,2,7,5,1,0
960,2,2014,2015,0,0,1,0,0,1,1,7,5,0,1
961,2,2014,2015,0,0,1,0,0,1,1,7,5,1,0
962,2,2014,2015,0,0,1,0,0,1,1,7,5,0,1
963,2,2014,2015,0,0,1,0,0,1,2,7,5,0,1
964,2,2016,2017,0,0,0,1,1,3,4,3,4,1,0
965,2,2015,2016,0,0,0,0,0,1,0,2,5,1,0
966,2,2017,2018,0,0,0,1,0,3,2,4,4,0,2
967,2,2018,2018,0,0,0,0,1,5,2,4,5,0,1
968,2,2017,2018,0,0,0,0,1,3,2,4,4,0,2
969,2,2018,2018,0,0,0,0,1,2,2,4,5,0,2
970,2,2017,2018,0,0,0,0,1,3,2,4,4,0,2
971,2,2017,2018,0,0,0,0,1,3,2,4,3,0,2
972,2,2017,2018,0,0,0,1,0,3,0,4,5,0,2
973,2,2017,2018,0,0,0,1,0,3,0,4,5,0,2
974,2,2017,2018,0,0,0,0,1,3,2,4,4,0,2
975,2,2018,2018,0,0,0,0,1,3,2,4,5,0,2
976,2,2018,2018,0,0,0,0,1,4,2,4,4,0,2
977,2,2018,2018,0,0,0,0,1,3,2,4,5,0,2
978,2,2017,2018,0,0,0,0,0,2,2,4,4,0,2
979,2,2016,2017,0,0,0,1,1,3,2,4,5,0,2
980,2,2017,2018,0,0,0,0,0,2,2,4,5,0,1
981,2,2017,2019,0,0,0,0,0,3,2,4,1,1,0
982,2,2015,2016,0,0,0,0,0,2,2,3,5,0,2
983,2,2015,2016,0,0,0,0,0,2,2,3,5,0,2
984,2,2015,2016,0,0,0,0,1,2,2,7,5,0,1
985,2,2015,2016,0,0,0,1,1,4,2,7,5,0,2
986,2,2015,2016,0,0,0,0,1,3,2,7,5,0,2
987,2,2015,2016,0,0,0,0,1,3,2,7,5,0,2
988,2,2016,2016,0,0,0,1,1,6,2,1,5,0,1
989,2,2015,2016,0,0,0,0,0,2,2,7,5,0,1
990,2,2015,2015,0,0,0,0,1,6,3,3,5,1,0
991,2,2015,2016,0,0,0,0,0,1,2,3,5,0,1
992,2,2016,2017,0,0,0,1,1,3,3,6,5,0,2
993,2,2016,2017,0,0,0,0,1,4,4,3,5,0,3
994,2,2016,2017,0,0,0,0,1,6,4,7,5,0,3
995,2,2016,2016,0,0,0,1,1,6,3,3,4,1,0
996,2,2017,2018,0,0,0,0,1,6,3,4,3,0,3
997,2,2018,2019,0,0,0,1,1,4,4,4,5,0,1
998,2,2014,2015,0,0,0,0,1,3,2,7,3,0,2
999,2,2014,2015,0,0,0,0,1,3,2,7,4,0,2
1000,2,2014,2015,0,0,0,0,0,1,0,7,3,0,2
1001,2,2015,2016,1,0,1,0,1,6,0,3,5,0,2
1002,2,2017,2018,0,0,0,0,1,5,3,3,5,0,3
1003,2,2016,2016,0,0,0,1,1,6,4,4,5,1,0
1004,2,2015,2016,0,0,0,0,1,3,3,7,5,0,2
1005,2,2014,2015,0,0,0,1,1,3,4,3,4,1,0
1006,2,2018,2018,0,1,1,0,0,1,0,1,5,0,2
1007,2,2017,2017,0,0,0,0,0,2,0,7,5,1,0
1008,2,2015,2016,0,0,0,1,1,5,2,7,5,0,2
1009,2,2015,2016,0,0,0,1,1,4,2,3,5,0,2
1010,2,2016,2017,0,0,0,1,1,4,2,3,5,0,1
1011,2,2016,2017,0,0,0,0,1,3,3,4,4,0,2
1012,2,2017,2017,0,0,1,0,1,3,4,3,4,0,2
1013,2,2017,2017,0,0,1,1,1,6,3,3,5,0,3
1014,2,2018,2019,0,0,1,0,1,5,4,2,5,0,3
1015,2,2018,2018,0,0,1,1,1,6,2,3,4,1,0
1016,2,2018,2019,0,0,1,1,1,6,2,3,4,0,2
1017,2,2017,2017,0,0,1,1,1,5,0,3,5,0,3
1018,2,2015,2015,0,0,0,1,1,6,4,3,5,0,2
1019,2,2015,2015,0,0,0,1,1,6,0,3,4,0,2
1020,2,2015,2015,0,0,0,1,1,5,6,3,5,0,5
1021,2,2015,2015,0,0,0,1,1,6,0,3,4,0,2
1022,2,2016,2016,0,0,0,0,1,3,2,3,5,0,2
1023,2,2016,2016,0,0,0,0,1,4,2,3,5,0,1
1024,2,2015,2015,0,0,0,1,1,6,4,3,5,0,2
1025,2,2015,2016,0,0,0,0,1,3,3,3,5,0,2
1026,2,2015,2015,0,0,0,1,1,3,0,3,4,0,1
1027,2,2017,2017,0,0,1,1,1,6,4,3,4,0,2
1028,2,2017,2017,0,0,1,0,1,4,4,3,4,0,2
1029,2,2017,2017,0,0,1,0,1,6,0,3,4,0,3
1030,2,2016,2016,0,0,1,1,1,4,3,3,5,0,2
1031,2,2016,2016,0,0,1,0,0,1,3,3,3,0,2
1032,2,2015,2016,0,0,1,1,1,6,4,3,5,0,2
1033,2,2015,2016,0,0,1,1,1,6,4,3,5,0,2
1034,2,2015,2016,0,0,1,0,1,5,4,4,5,0,3
1035,2,2015,2016,0,0,1,1,1,6,4,4,5,0,2
1036,2,2015,2016,0,0,1,1,1,6,4,3,4,0,3
1037,2,2016,2017,0,0,1,0,1,6,6,3,3,1,0
1038,2,2016,2017,0,0,1,0,1,2,4,4,4,0,2
1039,2,2016,2017,0,0,1,0,1,3,4,4,5,0,2
1040,2,2017,2018,0,0,1,0,1,3,3,4,5,0,2
1041,2,2018,2018,0,0,1,0,1,3,4,4,5,0,2
1042,2,2018,2019,0,0,1,0,1,3,4,4,5,0,3
1043,2,2016,2017,0,0,1,0,1,3,4,4,5,0,3
1044,2,2016,2017,0,0,1,0,1,3,5,4,5,0,5
1045,2,2016,2017,0,0,1,0,1,2,4,4,5,0,2
1046,2,2015,2016,0,0,1,1,1,6,4,4,5,0,3
1047,2,2016,2017,0,0,1,0,1,4,4,4,5,0,2
1048,2,2015,2016,0,0,1,1,1,6,0,4,5,0,3
1049,2,2016,2017,0,0,1,0,1,2,4,4,5,0,2
1050,2,2015,2016,0,0,1,1,1,6,3,3,5,0,2
1051,2,2016,2016,0,0,1,1,1,3,3,3,5,0,2
1052,2,2018,2018,0,0,1,0,1,3,3,5,5,0,2
1053,2,2016,2016,0,0,1,0,1,3,4,3,3,0,4
1054,2,2019,2019,0,0,0,0,1,6,0,3,5,0,2
1055,2,2014,2015,0,0,0,0,0,1,4,1,5,0,1
1056,2,2015,2015,0,0,0,0,0,1,3,7,5,0,1
1057,2,2014,2015,0,0,0,0,0,1,4,1,5,0,1
1058,2,2015,2015,0,0,0,0,0,1,3,7,5,1,0
1059,2,2015,2015,0,0,0,0,1,3,4,7,5,1,0
1060,2,2014,2015,0,0,0,0,0,1,3,7,5,1,0
1061,2,2015,2015,0,0,0,0,0,1,3,7,5,0,2
1062,2,2014,2015,0,0,0,0,0,1,4,1,5,0,1
1063,2,2014,2015,0,0,0,0,0,1,0,3,4,0,2
1064,2,2018,2018,0,0,0,0,0,2,2,4,3,0,2
1065,2,2017,2017,0,0,0,0,1,2,2,4,5,0,1
1066,2,2017,2017,0,0,0,0,1,3,2,4,5,0,1
1067,2,2015,2016,0,0,0,0,0,2,2,4,5,0,1
1068,2,2015,2016,0,0,0,0,0,2,2,4,5,1,0
1069,2,2016,2016,0,0,0,0,0,2,2,4,5,0,1
1070,2,2016,2016,0,0,0,0,0,1,2,4,5,0,1
1071,2,2016,2016,0,0,0,0,0,2,2,4,5,0,1
1072,2,2016,2016,0,0,0,0,0,1,2,4,4,0,2
1073,2,2016,2016,0,0,0,0,0,1,2,4,5,0,2
1074,2,2015,2015,0,0,0,1,0,3,3,4,3,1,0
1075,2,2015,2015,0,0,0,0,0,1,0,4,5,0,1
1076,2,2015,2016,0,1,1,1,1,4,3,3,4,0,2
1077,2,2016,2017,0,0,1,1,1,6,4,3,5,0,2
1078,2,2016,2017,0,0,1,1,1,5,4,3,5,0,2
1079,2,2016,2017,0,0,1,1,1,6,4,3,4,0,2
1080,2,2017,2017,0,0,1,1,1,6,3,3,5,0,3
1081,2,2016,2016,0,0,1,1,1,6,4,3,4,0,2
1082,2,2017,2017,0,0,1,1,1,5,4,3,5,0,2
1083,2,2017,2017,0,0,1,1,1,6,3,3,4,0,2
1084,2,2016,2017,0,0,1,1,1,6,4,3,5,0,2
1085,2,2016,2016,0,0,0,0,0,1,2,3,5,1,0
1086,2,2016,2016,0,0,0,0,0,1,2,3,5,1,0
1087,2,2016,2016,0,0,0,0,0,1,2,3,5,1,0
1088,2,2016,2016,0,0,0,0,0,1,2,3,5,1,0
1089,2,2016,2016,0,0,0,0,0,1,2,3,5,1,0
1090,2,2015,2015,0,0,1,1,1,6,3,3,4,1,0
1091,2,2018,2019,0,0,0,0,0,1,3,1,5,1,0
1092,2,2015,2015,0,0,0,0,1,3,2,4,4,0,2
1093,2,2014,2015,0,0,0,0,1,4,3,3,4,1,0
1094,2,2018,2019,0,0,1,1,1,6,0,3,4,0,2
1095,2,2017,2017,0,0,1,1,1,6,6,5,4,1,0
1096,2,2017,2017,0,0,1,1,1,6,6,3,4,1,0
1097,2,2016,2017,0,0,1,0,1,6,2,1,5,0,2
1098,2,2016,2017,0,0,1,1,1,6,3,1,5,0,1
1099,2,2017,2018,0,0,1,0,1,6,0,1,5,0,2
1100,2,2016,2016,0,0,1,0,1,4,2,3,3,1,0
1101,2,2016,2017,0,0,1,0,0,1,2,3,5,1,0
1102,2,2017,2017,0,0,1,1,1,6,6,4,5,1,0
1103,2,2017,2018,0,0,1,0,1,6,0,4,4,0,2
1104,2,2014,2015,0,0,1,1,1,4,2,4,5,0,2
1105,2,2015,2015,0,0,1,0,1,3,3,3,5,0,3
1106,2,2015,2015,0,0,0,1,1,6,4,3,5,0,2
1107,2,2015,2016,0,0,0,0,1,6,4,3,5,0,2
1108,2,2015,2016,0,0,0,1,1,6,4,3,4,0,2
1109,2,2017,2017,0,0,0,0,0,2,4,4,4,0,1
1110,2,2017,2017,0,0,0,0,0,2,4,4,4,0,1
1111,2,2016,2017,0,0,0,1,1,6,2,3,3,1,0
1112,2,2016,2018,0,0,0,1,1,6,0,3,4,1,0
1113,2,2015,2016,0,0,0,1,1,6,4,3,5,0,2
1114,2,2016,2016,0,0,0,0,0,1,3,4,4,0,2
1115,2,2016,2017,0,0,0,1,1,4,3,3,4,1,0
1116,2,2018,2019,0,0,0,0,1,6,0,7,5,0,1
1117,2,2017,2018,0,0,1,1,1,4,4,6,5,0,3
1118,2,2016,2017,0,0,1,1,1,5,3,2,5,0,3
1119,2,2015,2015,0,0,1,1,1,3,3,2,5,0,3
1120,2,2017,2018,0,0,1,1,1,4,4,6,5,0,3
1121,2,2015,2015,0,0,1,1,1,4,0,2,5,0,4
1122,2,2014,2015,0,0,1,0,1,6,0,2,5,0,1
1123,2,2015,2016,0,0,1,1,1,6,0,2,4,0,4
1124,2,2018,2018,0,0,1,0,1,6,0,1,5,1,0
1125,2,2016,2017,0,0,1,1,1,6,2,1,5,0,3
1126,2,2015,2020,0,0,1,1,1,6,5,3,4,1,0
1127,2,2017,2017,0,0,1,1,1,6,0,3,5,0,2
1128,2,2014,2015,0,0,1,0,1,5,0,3,5,0,1
1129,2,2018,2018,0,0,1,0,1,6,4,3,3,0,4
1130,2,2017,2017,0,0,1,0,1,6,5,3,2,0,4
1131,2,2017,2017,0,0,1,0,1,6,5,3,2,0,4
1132,2,2017,2018,0,0,1,0,1,6,4,3,2,0,4
1133,2,2014,2015,0,0,1,0,1,6,0,3,5,0,4
1134,2,2018,2018,0,0,1,0,1,3,3,3,3,0,2
1135,2,2018,2018,0,0,1,0,1,6,3,3,4,0,2
1136,2,2016,2018,0,0,1,0,1,6,5,3,4,1,0
1137,2,2016,2016,0,0,1,1,1,6,3,3,5,0,2
1138,2,2016,2016,0,0,1,1,1,6,0,3,5,0,2
1139,2,2015,2016,0,0,1,1,1,3,0,3,4,0,2
1140,2,2015,2016,0,0,1,1,1,3,0,3,4,0,2
1141,2,2017,2018,0,0,1,0,1,5,6,3,5,0,5
1142,2,2019,2019,0,0,1,1,1,6,4,2,3,1,0
1143,2,2016,2016,0,0,1,1,1,6,2,7,4,1,0
1144,2,2017,2017,0,0,1,0,1,3,2,3,5,0,2
1145,2,2017,2017,0,0,1,0,0,2,2,3,5,0,2
1146,2,2018,2018,0,0,1,1,0,3,4,3,5,0,2
1147,2,2015,2015,0,0,1,0,1,2,3,3,5,0,2
1148,2,2015,2016,0,0,1,0,1,6,5,3,4,1,0
1149,2,2017,2018,0,0,1,1,1,6,2,3,5,0,2
1150,2,2014,2015,0,0,1,1,1,6,0,3,5,0,6
1151,2,2014,2015,0,0,1,1,1,6,0,3,5,0,6
1152,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1153,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1154,2,2018,2018,0,0,0,1,1,6,3,3,5,0,1
1155,2,2018,2018,0,0,0,1,1,6,3,3,5,0,1
1156,2,2018,2018,0,0,0,1,1,6,3,3,5,0,2
1157,2,2018,2018,0,0,0,1,1,6,3,3,5,0,1
1158,2,2018,2018,0,0,0,1,1,6,3,3,5,0,1
1159,2,2018,2018,0,0,0,1,1,6,3,3,5,0,1
1160,2,2015,2016,0,0,1,1,1,6,4,3,5,0,2
1161,2,2018,2018,0,1,1,0,0,1,0,3,4,0,2
1162,2,2017,2017,0,0,1,0,1,5,4,4,5,0,2
1163,2,2018,2018,0,0,1,0,0,2,2,4,5,0,2
1164,2,2018,2018,0,0,1,1,1,4,3,4,5,0,2
1165,2,2018,2018,0,0,1,0,0,2,3,4,5,0,2
1166,2,2018,2018,0,0,1,0,0,2,3,4,5,0,2
1167,2,2018,2019,0,0,1,1,1,3,3,4,5,0,2
1168,2,2018,2018,0,0,1,0,0,1,3,4,5,0,2
1169,2,2015,2017,0,0,1,1,1,6,2,4,5,0,3
1170,2,2016,2017,0,0,1,0,1,4,5,4,5,0,4
1171,2,2016,2017,0,0,1,0,1,5,5,4,5,0,4
1172,2,2015,2017,0,0,1,0,1,4,4,4,5,1,0
1173,2,2015,2016,0,0,1,1,1,4,4,4,5,1,0
1174,2,2016,2018,0,0,1,0,1,6,0,4,4,0,2
1175,2,2017,2018,0,0,1,1,1,6,0,3,5,0,5
1176,2,2017,2017,0,0,1,0,1,4,2,3,3,1,0
1177,2,2018,2018,0,1,1,0,0,1,0,4,5,0,3
1178,2,2016,2016,0,0,1,0,1,4,5,4,4,0,2
1179,2,2016,2017,0,0,1,0,1,5,4,4,5,1,0
1180,2,2015,2016,0,1,1,0,0,3,2,3,4,1,0
1181,2,2015,2016,0,1,1,0,0,3,2,3,4,1,0
1182,2,2016,2018,0,0,1,1,1,6,0,4,4,1,0
1183,2,2018,2018,0,0,1,1,1,4,4,4,5,0,3
1184,2,2017,2019,0,0,1,0,1,5,4,4,5,0,4
1185,2,2016,2017,0,0,1,0,1,5,4,4,5,1,0
1186,2,2018,2018,0,0,1,0,1,2,5,4,5,0,3
1187,2,2017,2018,0,0,1,0,0,1,2,4,4,0,2
1188,2,2016,2016,0,0,1,0,1,4,3,4,4,1,0
1189,2,2017,2017,0,0,1,0,1,3,0,4,5,0,2
1190,2,2016,2017,0,0,1,0,1,6,0,4,5,1,0
1191,2,2017,2017,0,1,1,1,0,1,0,4,4,0,3
1192,2,2016,2017,0,0,1,1,1,4,4,4,5,0,2
1193,2,2017,2017,0,0,1,0,1,3,2,4,5,0,2
1194,2,2018,2018,0,0,0,0,0,1,0,4,5,0,2
1195,2,2016,2017,0,0,1,0,1,6,0,4,4,1,0
1196,2,2014,2015,0,0,1,1,1,5,3,4,4,0,2
1197,2,2014,2015,0,0,1,0,1,2,4,4,4,0,2
1198,2,2017,2018,0,0,1,0,1,5,2,1,5,0,2
1199,2,2017,2018,0,0,1,0,1,3,2,1,5,0,2
1200,2,2017,2018,0,0,1,1,1,4,2,1,5,0,1
1201,2,2017,2018,0,0,1,1,1,5,2,1,5,0,1
1202,2,2017,2018,0,0,1,1,1,6,5,4,5,0,3
1203,2,2016,2016,0,0,1,0,1,6,6,4,4,1,0
1204,2,2018,2018,0,0,1,0,1,3,2,4,5,0,2
1205,2,2018,2018,0,0,1,0,1,3,2,4,5,0,2
1206,2,2018,2018,0,0,1,0,0,2,2,4,5,0,1
1207,2,2018,2019,0,0,1,0,1,2,2,4,5,0,1
1208,2,2018,2018,0,0,1,0,1,3,3,4,3,1,0
1209,2,2016,2016,0,0,1,0,1,6,0,4,5,0,2
1210,2,2017,2017,0,0,1,1,1,4,0,4,5,0,2
1211,2,2018,2019,0,0,1,1,1,4,4,4,5,0,3
1212,2,2015,2015,0,0,1,1,1,4,5,4,3,1,0
1213,2,2017,2017,0,0,1,0,1,6,0,7,4,1,0
1214,2,2018,2019,0,0,1,0,1,6,6,4,5,0,5
1215,2,2017,2019,0,0,1,0,1,6,6,4,5,0,5
1216,2,2017,2018,0,0,1,0,1,6,5,2,5,0,5
1217,2,2015,2016,0,0,1,0,1,3,2,4,5,0,2
1218,2,2015,2016,0,0,1,0,1,3,2,4,5,0,2
1219,2,2018,2019,0,0,1,0,1,6,6,3,4,1,0
1220,2,2015,2016,0,0,1,1,0,3,2,3,4,0,2
1221,2,2015,2016,0,0,1,1,0,3,2,3,4,0,2
1222,2,2015,2016,0,0,1,1,1,3,2,3,5,0,2
1223,2,2015,2016,0,0,1,1,0,3,2,3,5,0,2
1224,2,2016,2017,0,0,1,1,1,6,2,3,5,1,0
1225,2,2016,2017,0,0,1,0,0,2,0,3,5,0,2
1226,2,2017,2018,0,0,1,1,1,6,2,7,4,0,2
1227,2,2017,2017,0,0,1,0,1,4,0,4,5,0,3
1228,2,2018,2018,0,0,1,0,1,4,0,1,5,0,2
1229,2,2018,2018,0,0,1,0,0,1,0,1,5,0,7
1230,2,2018,2018,0,0,1,0,1,3,0,4,5,0,1
1231,2,2017,2017,0,1,1,0,1,2,0,4,5,0,2
1232,2,2018,2018,0,0,1,0,1,4,0,2,5,1,0
1233,2,2018,2019,0,0,1,0,1,3,2,4,5,0,2
1234,2,2017,2017,0,0,1,0,0,2,0,4,4,0,2
1235,2,2017,2017,0,0,1,0,0,2,0,4,4,0,2
1236,2,2017,2017,0,0,1,0,0,2,0,4,4,0,2
1237,2,2017,2017,0,0,1,0,0,2,0,4,4,0,2
1238,2,2018,2018,0,0,1,0,1,2,0,3,5,0,1
1239,2,2017,2017,0,0,1,1,1,5,2,3,5,0,1
1240,2,2018,2018,0,0,1,0,1,2,2,1,5,0,1
1241,2,2018,2018,0,0,1,0,1,2,0,3,5,0,1
1242,2,2018,2018,0,0,1,0,1,2,2,3,5,0,1
1243,2,2017,2018,0,0,1,0,0,2,2,6,5,0,1
1244,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1245,2,2017,2018,0,0,1,0,0,2,2,4,4,0,2
1246,2,2017,2017,0,0,1,0,0,1,2,4,4,0,2
1247,2,2017,2017,0,0,1,0,0,1,2,4,4,0,2
1248,2,2017,2018,0,0,1,0,1,6,2,7,4,0,1
1249,2,2018,2018,0,0,1,1,1,4,2,7,5,1,0
1250,2,2017,2017,0,0,1,0,1,4,3,4,5,0,2
1251,2,2019,2019,0,0,1,0,0,1,2,6,5,0,1
1252,2,2017,2017,0,0,1,0,0,1,2,3,5,0,2
1253,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1254,2,2018,2018,0,0,1,0,0,1,2,7,5,0,1
1255,2,2017,2017,0,0,1,0,0,2,5,3,5,0,3
1256,2,2017,2017,0,0,1,0,0,1,2,4,5,0,2
1257,2,2018,2018,0,0,1,0,0,1,0,3,5,0,1
1258,2,2018,2018,0,0,1,0,0,2,0,3,5,0,1
1259,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1260,2,2018,2018,0,0,1,0,0,1,0,3,5,0,1
1261,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1262,2,2019,2019,0,0,1,0,0,1,2,7,5,0,1
1263,2,2017,2017,0,0,1,0,0,2,2,3,4,0,1
1264,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1265,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1266,2,2017,2017,0,0,1,1,0,1,2,3,4,0,1
1267,2,2017,2017,0,0,1,0,0,2,2,4,5,0,2
1268,2,2017,2018,0,0,1,0,1,3,2,3,5,0,1
1269,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1270,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1271,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1272,2,2018,2018,0,0,1,0,1,3,0,3,5,0,2
1273,2,2018,2018,0,0,1,0,0,1,2,6,5,0,2
1274,2,2018,2018,0,0,1,0,0,1,2,7,5,1,0
1275,2,2019,2019,0,0,1,0,0,1,2,6,5,0,1
1276,2,2019,2019,0,0,1,0,0,1,2,6,5,0,1
1277,2,2019,2019,0,0,1,0,0,1,2,6,5,0,1
1278,2,2019,2019,0,0,1,0,0,1,2,6,5,0,1
1279,2,2019,2019,0,0,1,0,0,2,2,6,5,0,1
1280,2,2019,2019,0,0,1,0,0,1,2,6,5,0,1
1281,2,2019,2019,0,0,1,0,0,1,2,6,5,0,1
1282,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1283,2,2017,2018,0,0,1,0,1,4,2,7,4,0,1
1284,2,2017,2018,0,0,1,0,1,3,2,7,4,0,1
