id,专利类型,案件受理年份,案件判决年份,专利权人是否为外国人,原告数量,原告类型,被告数量,被告类型,侵权企业规模,请求赔偿金额,地区变量,侵权行为数量,是否恶意侵权,赔偿金额
2548,3,2017,2018,0,0,1,1,1,4,0,3,3,0,4
2549,3,2017,2018,0,0,1,1,1,6,5,5,3,0,2
2550,3,2014,2015,0,0,0,0,1,2,0,4,3,0,2
2551,3,2014,2015,0,0,0,1,1,6,0,4,3,0,2
2552,3,2014,2015,0,0,0,1,1,4,0,4,4,0,2
2553,3,2016,2020,0,0,0,0,0,1,0,4,5,0,2
2554,3,2016,2016,0,0,0,1,1,6,0,5,5,0,2
2555,3,2019,2019,0,0,0,0,0,1,2,3,5,1,0
2556,3,2017,2018,0,0,0,1,1,3,4,4,3,1,0
2557,3,2016,2016,0,0,1,0,1,4,1,3,1,1,0
2558,3,2016,2017,0,0,0,0,0,1,2,4,3,1,0
2559,3,2017,2018,0,0,1,1,1,6,4,4,4,0,3
2560,3,2016,2016,0,0,1,1,1,4,4,3,4,0,2
2561,3,2016,2016,0,0,1,0,1,3,3,3,5,0,2
2562,3,2016,2016,0,0,1,1,1,6,3,3,5,0,2
2563,3,2017,2017,0,0,1,1,1,4,2,3,5,0,2
2564,3,2017,2017,0,0,1,0,1,4,2,3,5,0,2
2565,3,2018,2018,0,0,0,1,1,6,2,3,5,0,2
2566,3,2014,2015,0,0,0,0,0,1,2,4,5,0,2
2567,3,2015,2015,0,0,0,1,0,1,3,3,5,0,2
2568,3,2018,2018,0,0,0,0,0,1,2,3,4,0,2
2569,3,2018,2018,0,0,0,0,0,2,2,3,4,0,2
2570,3,2016,2016,0,0,0,1,0,1,3,3,5,0,1
2571,3,2018,2018,0,1,1,0,1,3,0,4,5,0,3
2572,3,2016,2016,0,0,0,0,0,1,2,4,5,0,1
2573,3,2016,2017,1,0,1,1,1,6,4,4,4,0,1
2574,3,2017,2018,0,0,0,1,0,3,2,4,4,0,7
2575,3,2018,2018,0,0,0,0,1,5,2,4,5,0,1
2576,3,2017,2018,0,0,0,0,1,3,2,4,4,0,1
2577,3,2018,2018,0,0,0,0,1,2,2,4,5,0,2
2578,3,2017,2018,0,0,0,0,1,3,2,4,4,0,1
2579,3,2017,2018,0,0,0,0,1,3,2,4,3,0,2
2580,3,2017,2018,0,0,0,1,0,3,0,4,5,0,2
2581,3,2017,2018,0,0,0,1,0,3,0,4,5,0,2
2582,3,2017,2018,0,0,0,0,1,3,2,4,4,0,1
2583,3,2018,2018,0,0,0,0,1,3,2,4,5,0,2
2584,3,2018,2018,0,0,0,0,1,4,2,4,4,0,1
2585,3,2018,2018,0,0,0,0,1,3,2,4,5,0,2
2586,3,2017,2018,0,0,0,0,0,2,2,4,4,0,1
2587,3,2017,2019,0,0,0,1,1,5,0,4,5,0,4
2588,3,2017,2018,0,0,0,0,1,2,2,4,5,0,2
2589,3,2015,2017,0,0,0,0,1,3,2,4,5,0,2
2590,3,2017,2018,1,0,1,0,1,2,0,7,5,0,5
2591,3,2013,2017,1,0,1,1,1,6,5,2,5,0,4
2592,3,2015,2017,1,0,1,1,1,6,5,3,5,0,3
2593,3,2014,2015,1,0,1,0,1,6,5,3,5,0,3
2594,3,2017,2019,0,0,0,1,1,6,5,4,5,0,2
2595,3,2017,2018,0,0,0,1,1,6,5,4,5,0,3
2596,3,2016,2017,0,0,0,1,1,3,2,4,5,0,2
2597,3,2014,2015,0,0,0,0,1,3,2,4,5,0,2
2598,3,2018,2019,0,0,0,1,1,3,2,4,5,0,2
2599,3,2017,2018,0,0,0,0,1,3,0,4,3,0,2
2600,3,2015,2016,0,0,0,0,1,3,2,4,5,0,2
2601,3,2015,2016,0,1,1,1,1,4,0,3,5,0,2
2602,3,2016,2016,0,1,0,0,1,3,4,2,5,0,2
2603,3,2014,2015,0,0,0,0,1,2,0,5,5,1,0
2604,3,2014,2015,0,0,0,0,1,2,0,5,5,1,0
2605,3,2016,2017,0,0,0,0,1,4,2,4,5,0,1
2606,3,2015,2017,0,0,0,0,0,2,1,4,5,0,2
2607,3,2017,2018,0,0,0,0,0,2,2,4,5,0,2
2608,3,2016,2017,0,0,0,0,0,2,2,4,5,0,2
2609,3,2015,2015,0,0,0,0,0,1,2,2,3,1,0
2610,3,2018,2018,0,0,0,1,0,3,0,4,5,0,2
2611,3,2017,2017,0,0,0,1,1,3,3,1,5,0,2
2612,3,2016,2017,0,0,0,1,1,3,1,4,5,0,1
2613,3,2016,2016,0,0,0,0,1,3,1,4,5,0,2
2614,3,2018,2019,0,0,0,0,0,2,2,7,4,0,2
2615,3,2018,2019,0,0,0,0,0,2,2,7,4,0,1
2616,3,2015,2015,0,0,0,1,1,6,0,4,4,1,0
2617,3,2015,2015,0,0,0,1,1,5,0,1,4,0,2
2618,3,2016,2016,0,0,0,1,1,6,2,4,3,1,0
2619,3,2016,2016,0,0,0,1,1,6,2,4,3,1,0
2620,3,2016,2017,0,0,1,0,1,3,3,4,4,0,2
2621,3,2018,2018,0,0,0,0,1,6,0,4,4,0,1
2622,3,2018,2018,0,0,0,1,0,3,2,3,5,0,2
2623,3,2017,2017,0,0,0,0,0,1,6,3,5,0,3
2624,3,2016,2016,0,0,0,0,0,2,2,7,4,1,0
2625,3,2017,2017,0,0,0,0,0,2,1,4,4,0,2
2626,3,2017,2017,0,0,0,0,1,4,0,4,4,0,2
2627,3,2018,2019,0,1,1,0,0,2,3,3,5,0,2
2628,3,2018,2019,0,1,1,0,0,2,3,3,5,0,2
2629,3,2015,2016,0,0,0,0,0,1,2,3,5,0,1
2630,3,2016,2016,0,0,0,1,1,6,2,3,5,0,1
2631,3,2015,2016,0,0,0,0,0,1,1,3,5,0,1
2632,3,2018,2019,0,0,0,0,1,3,2,4,4,0,2
2633,3,2017,2018,0,0,0,0,1,2,3,4,5,0,2
2634,3,2015,2016,0,0,0,1,1,5,2,7,5,0,1
2635,3,2016,2017,0,0,0,0,0,2,3,3,5,0,2
2636,3,2014,2015,0,0,0,1,1,3,2,4,5,0,2
2637,3,2013,2017,0,0,0,0,1,5,3,2,5,0,2
2638,3,2018,2019,0,0,1,1,1,4,3,3,5,1,0
2639,3,2018,2018,0,0,1,1,1,6,2,3,4,0,1
2640,3,2015,2015,0,0,1,0,1,4,2,3,5,0,2
2641,3,2015,2015,0,0,1,1,1,4,2,3,5,0,2
2642,3,2015,2015,0,0,1,1,0,6,2,3,5,1,0
2643,3,2016,2016,0,0,1,1,1,6,3,3,5,0,2
2644,3,2016,2017,0,0,0,0,1,3,2,3,4,0,2
2645,3,2015,2015,0,0,0,1,1,6,3,3,5,0,2
2646,3,2015,2015,0,0,0,1,1,6,3,3,5,0,2
2647,3,2015,2015,0,0,0,1,1,6,3,3,5,0,1
2648,3,2015,2015,0,0,0,1,1,6,0,3,4,0,2
2649,3,2015,2015,0,0,0,1,1,5,6,3,5,0,4
2650,3,2015,2015,0,0,0,1,1,6,0,3,4,0,2
2651,3,2016,2016,0,0,0,0,1,4,2,3,5,0,2
2652,3,2016,2016,0,0,0,0,1,3,2,3,5,0,1
2653,3,2016,2016,0,0,0,0,1,4,2,3,5,0,1
2654,3,2015,2015,0,0,0,1,1,6,3,3,5,0,2
2655,3,2015,2016,0,0,0,0,1,3,2,3,5,0,2
2656,3,2015,2015,0,0,0,1,1,3,0,3,4,1,0
2657,3,2015,2015,0,0,1,0,0,1,2,3,5,1,0
2658,3,2015,2016,0,0,1,0,1,5,3,4,5,0,2
2659,3,2015,2016,0,0,1,1,1,6,3,4,5,0,2
2660,3,2017,2017,0,0,1,1,1,5,2,4,5,0,2
2661,3,2016,2017,0,0,1,0,1,3,4,4,5,0,2
2662,3,2018,2018,0,0,1,0,1,3,2,4,5,0,2
2663,3,2016,2017,0,0,1,0,1,3,4,4,4,0,3
2664,3,2016,2017,0,0,1,0,1,2,4,4,5,0,2
2665,3,2015,2016,0,0,1,1,1,6,3,4,5,0,2
2666,3,2018,2018,0,0,1,0,1,3,2,5,5,0,2
2667,3,2015,2015,1,0,1,0,1,4,3,2,5,0,6
2668,3,2016,2017,0,0,0,1,1,4,3,3,5,0,2
2669,3,2018,2019,0,0,0,0,1,3,3,4,4,0,2
2670,3,2016,2016,0,0,0,1,0,3,0,7,4,0,2
2671,3,2016,2016,0,0,0,1,0,3,2,4,4,1,0
2672,3,2018,2018,0,0,0,0,0,2,2,4,4,1,0
2673,3,2018,2019,0,0,0,1,1,4,3,4,5,0,2
2674,3,2017,2017,0,0,0,0,0,1,2,3,2,1,0
2675,3,2015,2016,0,0,0,0,0,1,2,4,5,0,1
2676,3,2019,2019,0,0,0,0,1,6,0,7,4,0,2
2677,3,2018,2018,0,0,0,1,1,3,3,5,5,0,2
2678,3,2017,2018,0,0,0,0,0,2,4,4,4,1,0
2679,3,2016,2017,0,0,0,0,1,3,2,4,5,0,2
2680,3,2016,2017,0,0,0,0,0,1,2,4,5,0,2
2681,3,2018,2018,0,0,0,1,1,6,3,3,4,1,0
2682,3,2017,2018,0,0,0,0,1,3,5,4,5,0,2
2683,3,2018,2019,0,0,0,0,0,1,2,3,5,0,2
2684,3,2016,2018,0,0,1,0,0,2,0,4,5,1,0
2685,3,2018,2019,0,0,0,0,1,3,3,4,5,0,3
2686,3,2015,2015,0,0,0,1,0,1,3,3,5,0,2
2687,3,2017,2017,1,0,1,0,0,2,5,4,4,0,1
2688,3,2016,2016,1,0,1,1,1,3,3,4,4,0,4
2689,3,2017,2017,1,0,1,0,0,2,6,3,5,0,2
2690,3,2016,2017,1,0,1,0,1,3,6,4,5,0,2
2691,3,2013,2015,1,0,1,1,1,5,4,4,4,0,2
2692,3,2016,2017,0,0,0,1,1,3,3,4,4,0,2
2693,3,2014,2015,0,0,0,0,1,3,2,4,4,0,1
2694,3,2017,2017,0,0,0,0,0,2,2,7,4,0,1
2695,3,2017,2017,0,0,0,0,1,2,2,4,5,1,0
2696,3,2017,2017,0,0,0,0,1,3,2,4,5,1,0
2697,3,2015,2016,0,0,0,0,0,2,2,4,4,0,1
2698,3,2015,2016,0,0,0,0,0,2,2,4,5,1,0
2699,3,2016,2016,0,0,0,0,0,2,2,4,5,0,1
2700,3,2016,2016,0,0,0,0,0,1,2,4,5,0,1
2701,3,2016,2016,0,0,0,0,0,2,2,4,5,0,1
2702,3,2016,2016,0,0,0,0,0,1,2,4,4,0,1
2703,3,2014,2015,0,0,0,0,1,3,4,3,5,0,2
2704,3,2016,2016,0,0,0,0,1,4,2,4,4,0,2
2705,3,2016,2016,0,0,0,1,1,3,0,4,5,1,0
2706,3,2015,2016,0,1,1,1,1,4,3,3,4,0,2
2707,3,2018,2019,0,1,1,0,1,3,3,3,3,1,0
2708,3,2017,2017,0,0,0,1,1,4,3,3,5,0,2
2709,3,2015,2016,0,0,0,0,1,3,3,4,4,0,2
2710,3,2015,2017,0,0,0,1,1,6,5,4,5,0,4
2711,3,2015,2017,0,0,0,0,1,2,5,4,5,0,3
2712,3,2015,2017,0,0,0,0,1,2,5,4,5,0,3
2713,3,2015,2016,0,0,0,1,1,4,0,4,5,0,2
2714,3,2015,2015,0,0,1,1,1,3,2,3,5,0,2
2715,3,2015,2015,0,0,1,0,1,4,2,3,5,1,0
2716,3,2015,2015,0,0,1,0,1,5,2,3,5,0,1
2717,3,2016,2017,0,0,1,1,1,6,4,3,4,0,2
2718,3,2015,2015,0,0,1,0,1,3,2,3,5,0,2
2719,3,2017,2018,0,0,1,1,1,6,3,3,5,0,2
2720,3,2015,2015,0,0,1,1,0,1,2,3,5,0,1
2721,3,2015,2016,0,0,1,1,0,3,2,3,4,0,1
2722,3,2015,2016,0,0,1,0,1,5,3,3,4,0,2
2723,3,2015,2015,0,0,1,0,0,2,2,3,5,0,1
2724,3,2015,2015,0,0,1,0,0,1,2,3,3,0,1
2725,3,2015,2016,0,0,1,1,0,3,0,3,4,0,1
2726,3,2017,2017,0,0,1,0,1,5,3,3,4,0,2
2727,3,2017,2017,0,0,1,1,1,6,2,3,4,0,2
2728,3,2016,2017,0,0,1,1,1,6,3,3,4,0,2
2729,3,2017,2018,0,0,1,1,1,3,3,3,5,0,1
2730,3,2015,2015,0,0,0,0,0,1,2,3,5,0,1
2731,3,2015,2016,0,0,0,0,1,6,2,4,5,0,2
2732,3,2016,2017,0,0,1,0,1,2,0,3,5,0,2
2733,3,2017,2018,0,0,1,1,1,3,0,1,5,0,2
2734,3,2015,2015,0,0,1,0,1,2,0,1,4,1,0
2735,3,2019,2019,0,0,0,0,0,1,0,1,4,1,0
2736,3,2018,2018,0,0,0,0,0,1,0,1,4,0,1
2737,3,2018,2018,0,0,0,0,0,1,0,1,3,0,1
2738,3,2018,2018,0,0,0,0,0,1,0,1,3,0,1
2739,3,2018,2018,0,0,0,0,0,1,0,1,3,0,1
2740,3,2018,2018,0,0,0,0,0,1,0,1,3,0,1
2741,3,2018,2018,0,0,0,0,0,1,0,1,4,0,1
2742,3,2018,2018,0,0,0,0,0,1,0,1,3,0,1
2743,3,2018,2018,0,0,0,0,0,1,0,1,3,0,1
2744,3,2018,2018,0,0,0,0,0,1,0,1,3,0,1
2745,3,2018,2018,0,0,0,0,0,1,0,1,4,0,1
2746,3,2018,2018,0,0,0,0,0,1,0,1,3,0,1
2747,3,2018,2018,0,0,0,0,0,1,0,1,4,0,1
2748,3,2018,2018,0,0,0,0,0,1,1,1,4,1,0
2749,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2750,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2751,3,2018,2018,0,0,0,0,0,1,1,1,4,1,0
2752,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2753,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2754,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2755,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2756,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2757,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2758,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2759,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2760,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2761,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2762,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2763,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2764,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2765,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2766,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2767,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2768,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2769,3,2018,2018,0,0,0,0,0,1,1,1,4,1,0
2770,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2771,3,2018,2018,0,0,0,0,0,1,1,1,4,1,0
2772,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2773,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2774,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2775,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2776,3,2018,2018,0,0,0,0,0,1,1,1,4,1,0
2777,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2778,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2779,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2780,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2781,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2782,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2783,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2784,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2785,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2786,3,2018,2018,0,0,0,0,0,1,1,1,4,1,0
2787,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2788,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2789,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2790,3,2018,2018,0,0,0,0,0,1,1,1,4,1,0
2791,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2792,3,2018,2018,0,0,0,0,0,1,1,1,4,1,0
2793,3,2016,2018,0,0,0,0,0,1,1,1,2,1,0
2794,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2795,3,2018,2019,0,0,0,0,0,1,1,1,4,0,1
2796,3,2018,2018,0,0,0,0,0,1,1,1,3,1,0
2797,3,2014,2015,0,0,0,0,1,3,2,4,4,1,0
2798,3,2015,2015,0,0,0,0,1,3,2,4,5,0,2
2799,3,2019,2019,0,0,0,0,0,1,0,3,5,0,1
2800,3,2015,2016,0,0,1,0,1,5,0,7,4,0,2
2801,3,2015,2016,0,0,1,1,1,6,0,3,5,0,5
2802,3,2015,2017,0,0,1,1,1,4,0,4,5,0,2
2803,3,2015,2015,0,0,1,0,1,5,0,4,5,0,1
2804,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
2805,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
2806,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
2807,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
2808,3,2016,2020,0,0,1,0,0,2,2,3,5,0,2
2809,3,2016,2016,0,0,1,0,1,6,2,3,5,0,1
2810,3,2015,2016,0,0,1,1,1,4,2,4,4,0,2
2811,3,2016,2020,0,0,1,1,1,4,2,3,5,0,2
2812,3,2016,2016,0,0,1,0,1,6,2,4,5,1,0
2813,3,2016,2016,0,0,1,1,1,6,2,4,4,1,0
2814,3,2015,2015,0,0,1,1,1,4,0,4,5,0,1
2815,3,2015,2016,0,1,1,1,1,3,3,4,4,1,0
2816,3,2014,2015,0,0,0,1,1,5,3,4,4,1,0
2817,3,2015,2015,0,0,0,1,1,6,0,5,5,0,1
2818,3,2015,2018,0,0,1,0,1,5,3,3,5,0,2
2819,3,2015,2015,0,1,1,0,1,6,0,5,5,0,4
2820,3,2018,2018,0,0,1,0,1,6,0,7,4,0,2
2821,3,2014,2015,0,0,1,1,1,6,0,3,5,1,0
2822,3,2016,2017,0,0,1,1,1,6,2,1,5,0,2
2823,3,2018,2019,0,0,1,0,0,2,2,3,5,1,0
2824,3,2018,2019,0,0,1,1,1,6,2,1,5,0,2
2825,3,2015,2015,0,0,1,0,0,1,0,3,5,1,0
2826,3,2017,2017,0,0,1,0,0,1,2,7,5,0,1
2827,3,2018,2018,0,0,1,1,1,4,0,3,5,0,2
2828,3,2016,2018,0,0,1,0,1,3,2,4,5,0,2
2829,3,2016,2017,0,0,1,1,1,6,3,4,5,0,2
2830,3,2015,2016,0,0,1,0,1,3,2,4,5,0,2
2831,3,2017,2018,0,0,1,0,1,6,0,4,4,1,0
2832,3,2014,2015,0,0,0,0,1,3,2,4,4,0,2
2833,3,2018,2019,0,0,1,0,1,3,2,4,4,0,2
2834,3,2016,2017,0,0,1,1,1,4,2,3,5,0,2
2835,3,2017,2017,0,0,1,0,1,4,2,3,5,0,2
2836,3,2018,2019,0,0,1,0,1,3,2,4,4,0,2
2837,3,2015,2016,0,0,1,0,1,5,2,3,5,0,2
2838,3,2018,2019,0,0,1,0,1,2,2,1,5,0,1
2839,3,2018,2019,0,0,1,0,1,2,0,1,5,0,1
2840,3,2016,2017,0,0,0,1,1,6,0,3,3,0,2
2841,3,2016,2018,0,0,0,1,1,6,0,3,4,0,2
2842,3,2018,2018,0,0,0,0,0,2,4,3,5,0,2
2843,3,2016,2017,0,0,0,1,1,6,0,3,4,0,4
2844,3,2015,2016,0,0,0,1,1,6,2,4,4,0,2
2845,3,2016,2016,0,0,0,0,0,1,2,3,3,0,2
2846,3,2016,2016,0,0,0,1,0,3,2,3,3,0,2
2847,3,2018,2019,0,0,0,0,0,2,3,3,5,1,0
2848,3,2015,2015,0,0,0,0,0,2,0,7,5,0,1
2849,3,2015,2015,0,0,0,0,0,2,2,7,5,0,1
2850,3,2015,2015,0,0,0,0,0,2,2,7,5,0,1
2851,3,2015,2016,0,0,0,0,0,1,2,3,4,0,1
2852,3,2016,2016,0,0,1,0,1,4,3,1,5,0,2
2853,3,2016,2016,0,0,1,1,1,4,4,1,5,0,2
2854,3,2017,2017,0,0,1,1,1,6,0,3,5,1,0
2855,3,2017,2018,0,0,1,0,1,6,6,4,5,1,0
2856,3,2014,2015,0,0,1,0,1,3,4,3,4,1,0
2857,3,2014,2015,0,0,1,0,1,6,4,3,4,1,0
2858,3,2014,2015,0,0,1,0,1,2,4,3,3,1,0
2859,3,2017,2017,0,0,1,1,1,6,4,7,5,0,3
2860,3,2017,2017,0,0,1,0,1,5,0,5,2,1,0
2861,3,2017,2018,0,0,0,1,1,4,0,1,5,0,2
2862,3,2018,2018,0,0,1,0,0,1,0,4,5,0,1
2863,3,2018,2018,0,0,0,0,0,1,0,4,5,0,1
2864,3,2015,2015,0,0,1,0,1,2,5,3,4,0,2
2865,3,2015,2015,0,0,1,1,1,6,3,4,5,0,2
2866,3,2016,2017,0,0,1,1,0,3,2,3,5,0,1
2867,3,2016,2017,0,0,1,1,1,6,2,3,5,0,1
2868,3,2016,2017,0,0,1,1,1,4,2,3,5,0,1
2869,3,2017,2017,0,0,1,1,1,6,3,3,5,0,2
2870,3,2017,2017,0,0,1,1,0,3,4,3,5,0,2
2871,3,2016,2017,0,0,1,0,1,5,2,3,5,0,1
2872,3,2016,2017,0,0,1,1,1,6,2,3,4,1,0
2873,3,2016,2016,0,0,1,1,1,6,2,7,5,0,1
2874,3,2016,2017,0,0,1,1,1,6,2,3,5,0,1
2875,3,2019,2019,0,0,1,0,1,6,3,3,4,0,2
2876,3,2016,2016,0,0,1,0,1,4,2,3,5,0,2
2877,3,2017,2018,0,0,1,1,0,3,3,3,5,0,2
2878,3,2017,2017,0,0,1,0,1,3,0,3,5,0,2
2879,3,2016,2016,0,0,1,0,1,5,5,3,5,0,3
2880,3,2015,2015,0,0,1,0,1,6,0,3,4,1,0
2881,3,2016,2017,0,0,1,1,1,6,2,4,5,0,2
2882,3,2017,2018,0,0,1,0,1,3,0,3,5,0,2
2883,3,2015,2016,0,0,1,1,1,6,0,3,5,0,2
2884,3,2018,2018,0,0,1,1,1,6,3,2,4,0,2
2885,3,2015,2015,0,0,1,1,1,6,3,3,5,0,2
2886,3,2015,2015,0,0,1,1,1,6,3,3,5,0,2
2887,3,2015,2015,0,0,1,1,1,6,3,3,5,0,2
2888,3,2014,2015,0,0,1,1,1,6,0,3,5,0,5
2889,3,2016,2017,0,0,1,1,1,5,3,3,5,0,3
2890,3,2017,2017,0,0,1,1,1,6,4,3,5,0,2
2891,3,2015,2015,0,0,1,1,1,6,4,3,5,0,2
2892,3,2015,2015,0,0,1,0,1,6,3,3,5,0,2
2893,3,2016,2017,0,0,0,1,1,6,2,3,4,0,2
2894,3,2018,2019,0,0,0,1,1,6,2,3,5,0,1
2895,3,2018,2019,0,0,0,1,1,6,2,3,5,0,1
2896,3,2018,2018,0,0,1,0,1,2,2,3,4,1,0
2897,3,2016,2017,0,0,1,0,0,1,2,4,5,0,2
2898,3,2016,2017,0,0,1,0,1,6,2,4,5,0,2
2899,3,2016,2017,0,0,1,0,1,2,2,4,5,0,2
2900,3,2017,2018,0,0,1,1,1,6,0,4,4,1,0
2901,3,2016,2017,0,0,1,1,1,4,4,4,5,1,0
2902,3,2018,2018,0,0,1,0,0,2,2,4,5,0,1
2903,3,2018,2018,0,0,1,1,1,4,2,4,5,0,2
2904,3,2018,2018,0,0,1,0,0,2,2,4,5,0,2
2905,3,2018,2018,0,0,1,0,0,2,0,4,5,0,2
2906,3,2018,2018,0,0,1,0,1,3,2,4,4,1,0
2907,3,2018,2019,0,0,1,0,1,2,2,4,5,0,2
2908,3,2019,2019,0,0,1,0,1,3,2,3,5,0,1
2909,3,2018,2018,0,0,1,1,0,1,2,6,5,0,1
2910,3,2018,2019,0,0,1,0,1,5,3,4,5,0,2
2911,3,2017,2017,0,0,1,1,1,4,0,4,5,0,3
2912,3,2017,2018,0,0,1,0,1,3,2,4,5,0,2
2913,3,2017,2018,0,0,1,1,1,4,2,4,5,0,1
2914,3,2017,2018,0,0,1,1,1,4,2,4,5,0,2
2915,3,2015,2017,0,0,1,0,1,6,5,4,5,0,4
2916,3,2015,2017,0,0,1,1,1,6,1,4,4,0,2
2917,3,2015,2016,0,0,1,0,1,3,2,4,5,0,2
2918,3,2014,2015,0,0,1,0,0,1,2,4,3,0,2
2919,3,2016,2017,0,0,1,0,0,1,0,4,5,1,0
2920,3,2019,2019,0,0,0,0,0,1,0,4,4,1,0
2921,3,2015,2015,0,0,1,1,1,6,2,4,5,0,2
2922,3,2018,2019,0,0,1,0,0,1,2,4,4,0,2
2923,3,2017,2018,0,0,1,1,1,4,3,4,5,0,2
2924,3,2016,2017,0,0,1,0,0,1,2,4,4,0,2
2925,3,2015,2016,0,0,1,0,1,3,4,4,5,1,0
2926,3,2018,2018,0,0,1,0,0,2,2,7,5,0,1
2927,3,2018,2018,0,0,1,0,0,2,2,7,5,0,1
2928,3,2016,2016,0,0,1,0,1,6,4,4,3,1,0
2929,3,2016,2016,0,0,1,0,1,3,4,4,3,1,0
2930,3,2018,2019,0,0,1,1,1,5,3,4,5,0,2
2931,3,2016,2016,0,0,1,0,1,3,2,4,5,0,1
2932,3,2017,2017,0,0,1,0,1,3,0,4,4,0,1
2933,3,2017,2020,0,0,1,1,1,4,4,1,5,0,2
2934,3,2017,2018,0,0,1,0,1,2,3,4,5,1,0
2935,3,2016,2016,0,0,1,0,1,4,4,4,4,1,0
2936,3,2016,2016,0,0,1,0,1,3,0,4,5,0,2
2937,3,2017,2018,0,0,1,1,1,6,6,4,4,0,4
2938,3,2015,2016,0,0,1,0,1,2,2,4,5,0,1
2939,3,2015,2016,0,0,1,0,1,3,5,4,4,1,0
2940,3,2018,2018,0,0,1,1,1,3,2,3,5,0,2
2941,3,2018,2018,0,0,1,0,1,4,4,5,5,0,2
2942,3,2018,2018,0,0,1,1,0,3,4,5,5,0,2
2943,3,2014,2015,0,0,0,0,0,1,3,3,5,0,2
2944,3,2017,2017,0,0,1,0,1,5,4,3,4,1,0
2945,3,2018,2019,0,0,1,1,1,6,2,4,4,0,1
2946,3,2015,2015,0,0,1,0,1,4,2,4,5,0,2
2947,3,2015,2015,0,0,1,0,1,3,2,4,4,0,2
2948,3,2015,2015,0,0,1,0,1,3,3,4,4,0,2
2949,3,2019,2019,0,0,1,1,1,3,0,4,5,0,2
2950,3,2017,2018,0,0,1,1,1,6,2,4,3,0,1
2951,3,2015,2017,0,0,1,0,1,2,2,4,5,0,2
2952,3,2017,2017,0,0,1,0,1,4,0,4,5,0,2
2953,3,2016,2018,0,0,1,1,1,6,4,4,5,0,2
2954,3,2017,2018,0,0,1,0,0,2,3,3,5,0,2
2955,3,2015,2015,0,0,1,0,1,3,2,3,5,0,2
2956,3,2014,2015,0,0,1,0,1,3,2,4,5,0,2
2957,3,2017,2017,0,0,1,0,0,1,0,4,5,0,2
2958,3,2015,2015,0,0,1,1,0,3,3,4,4,1,0
2959,3,2017,2017,0,0,1,0,0,1,0,4,4,1,0
2960,3,2017,2018,0,0,1,0,1,4,1,4,5,0,2
2961,3,2016,2016,0,0,1,0,1,3,2,4,5,0,2
2962,3,2015,2015,0,0,1,0,1,3,2,4,5,0,1
2963,3,2015,2015,0,0,1,1,1,6,2,4,5,1,0
2964,3,2016,2016,0,0,1,1,1,4,3,4,4,1,0
2965,3,2014,2015,0,0,1,0,1,5,2,2,5,0,2
2966,3,2015,2015,0,0,1,0,1,2,2,4,5,0,2
2967,3,2017,2018,0,0,1,0,1,4,3,4,5,0,2
2968,3,2018,2018,0,0,1,1,1,3,0,4,3,0,2
