id,专利类型,案件受理年份,专利权人是否为外国人,原告数量,原告类型,被告数量,被告类型,侵权企业规模,请求赔偿金额,地区变量,侵权行为数量,是否恶意侵权,赔偿金额
197,1,2014,0,0,1,0,1,6,6,3,4,1,0万
198,1,2019,0,0,1,0,1,6,0,2,3,1,0万
199,1,2017,0,0,1,0,1,4,5,3,4,0,20-50万
200,1,2018,0,0,1,0,1,4,5,1,4,1,0万
201,1,2017,1,0,1,0,1,3,7,2,5,0,100-1000万
202,1,2018,0,0,1,0,1,4,5,2,4,0,50-100万
203,1,2016,0,0,1,0,1,6,6,2,5,0,1-10万
204,1,2015,0,0,1,0,0,2,4,4,4,1,0万
205,1,2017,0,0,1,0,1,3,2,2,5,0,1-10万
206,1,2017,0,0,1,0,1,3,2,2,5,0,1-10万
207,1,2018,0,1,1,1,1,4,0,2,5,0,10-20万
208,1,2017,0,0,1,0,1,3,4,4,4,0,0-1万
209,1,2018,0,0,1,0,1,3,3,4,5,0,1-10万
210,1,2015,0,0,1,1,1,6,4,4,4,1,0万
211,1,2015,0,0,1,0,1,6,6,4,5,1,0万
212,1,2017,0,0,1,1,1,4,0,4,4,0,1-10万
213,1,2017,0,0,1,1,1,4,0,4,4,0,1-10万
214,1,2018,0,0,1,0,1,4,0,4,5,1,0万
215,1,2017,0,0,1,0,0,1,0,4,5,1,0万
216,1,2018,0,1,1,0,1,6,0,4,5,1,0万
217,1,2015,0,0,1,1,1,3,5,4,2,1,0万
218,1,2018,0,0,1,0,1,6,0,4,4,1,0万
219,1,2018,0,0,1,0,1,4,0,4,5,1,0万
220,1,2016,1,0,1,1,1,6,5,3,5,1,0万
221,1,2015,0,0,1,0,1,3,2,4,5,0,1-10万
222,1,2016,0,0,0,1,1,6,3,3,5,0,1-10万
223,1,2016,0,0,0,1,1,5,0,2,5,0,50-100万
224,1,2017,0,0,0,0,1,3,3,4,5,1,0万
225,1,2016,0,0,0,0,1,3,0,4,4,0,20-50万
226,1,2014,0,0,0,0,1,3,5,3,5,0,20-50万
227,1,2017,0,0,0,0,1,6,2,1,5,1,0万
228,1,2015,0,1,1,1,1,3,4,3,5,0,1-10万
229,1,2016,0,1,1,1,1,3,0,3,5,0,10-20万
230,1,2014,0,0,1,0,1,6,0,4,4,1,0万
231,1,2017,0,0,1,0,1,3,4,4,5,0,20-50万
232,1,2015,0,1,1,0,1,6,0,4,5,0,20-50万
233,1,2015,0,0,1,0,1,6,0,4,5,0,20-50万
234,1,2014,0,0,1,1,1,3,5,3,5,0,50-100万
235,1,2016,0,0,1,0,1,6,0,7,5,0,20-50万
236,1,2016,0,0,1,0,1,6,2,7,5,0,0-1万
237,1,2016,0,0,1,0,1,6,2,7,5,1,0万
238,1,2016,0,0,0,0,1,4,3,2,5,1,0万
239,1,2018,0,0,0,0,1,6,6,3,5,0,20-50万
240,1,2015,0,0,1,0,1,5,4,3,5,0,10-20万
241,1,2016,0,0,1,0,1,3,4,3,5,0,10-20万
242,1,2017,0,0,1,0,1,5,4,2,5,1,0万
243,1,2014,0,0,1,0,1,3,5,4,5,0,20-50万
244,1,2016,0,0,1,1,1,5,0,3,5,0,20-50万
245,1,2017,0,0,1,1,1,3,4,5,5,0,10-20万
246,1,2017,0,0,1,1,1,6,4,5,2,1,0万
247,1,2017,0,1,0,0,1,6,0,5,3,1,0万
248,1,2014,0,0,1,0,1,6,6,3,5,0,20-50万
249,1,2017,0,0,1,0,1,6,0,3,5,0,20-50万
250,1,2015,0,0,1,1,0,3,2,3,5,0,0-1万
251,1,2017,0,0,1,0,1,6,4,3,4,1,0万
252,1,2014,0,0,1,1,1,4,4,3,5,0,1-10万
253,1,2017,0,0,1,1,1,4,5,3,5,1,0万
254,1,2015,0,0,1,0,1,4,2,3,5,1,0万
255,1,2017,0,0,0,1,0,3,0,4,5,0,10-20万
256,1,2016,0,0,0,1,0,3,3,4,4,1,0万
257,1,2016,0,0,0,0,1,3,3,4,4,1,0万
258,1,2016,0,0,0,0,1,4,0,3,5,0,1-10万
259,1,2016,0,0,0,0,1,6,6,3,5,0,100-1000万
260,1,2018,0,0,0,0,1,2,0,4,4,1,0万
261,1,2016,0,0,0,1,1,3,3,2,5,0,1-10万
262,1,2015,0,0,0,0,1,3,5,4,4,1,0万
263,1,2017,0,0,0,1,1,6,6,2,5,0,1-10万
264,1,2014,0,0,0,0,1,3,2,7,3,0,1-10万
265,1,2014,0,0,0,0,0,1,0,7,3,0,1-10万
266,1,2016,0,0,0,1,1,5,0,3,4,1,0万
267,1,2015,0,0,0,1,1,6,2,4,4,0,1-10万
268,1,2015,0,0,0,1,1,4,4,4,5,0,1-10万
269,1,2017,0,0,1,1,1,6,4,3,5,0,10-20万
270,1,2016,0,0,0,1,1,6,4,2,4,1,0万
271,1,2017,0,0,1,0,1,3,0,3,4,1,0万
272,1,2017,0,0,1,1,1,6,4,3,4,0,1-10万
273,1,2017,0,0,1,0,1,4,4,3,4,0,1-10万
274,1,2017,0,0,1,0,1,4,4,3,4,0,1-10万
275,1,2017,0,0,0,1,1,3,4,3,5,0,1-10万
276,1,2015,0,0,0,1,1,6,5,3,5,0,1-10万
277,1,2016,0,0,0,1,1,6,4,3,5,0,1-10万
278,1,2018,0,0,0,0,0,2,4,4,5,0,1-10万
279,1,2015,0,0,1,1,1,6,5,2,5,0,50-100万
280,1,2015,0,0,1,1,1,6,6,2,5,0,50-100万
281,1,2016,0,0,0,1,1,3,0,3,4,1,0万
282,1,2017,0,0,0,1,1,4,4,3,4,1,0万
283,1,2016,0,1,1,0,1,6,2,3,4,1,0万
284,1,2014,0,0,0,0,0,1,4,3,5,0,1-10万
285,1,2017,0,0,0,0,0,1,0,4,5,1,0万
286,1,2016,0,0,1,1,1,6,4,3,4,0,1-10万
287,1,2016,0,0,1,1,1,6,4,3,5,0,1-10万
288,1,2017,0,0,1,0,1,6,3,4,4,0,1-10万
289,1,2015,0,0,0,0,0,1,0,3,5,1,0万
290,1,2016,0,0,1,0,1,6,2,3,4,1,0万
291,1,2017,0,0,1,1,1,4,4,3,5,0,10-20万
292,1,2018,0,0,1,0,1,6,0,7,5,0,1-10万
293,1,2015,0,0,1,1,1,4,0,3,5,0,1-10万
294,1,2016,0,0,1,1,1,4,0,1,5,0,20-50万
295,1,2014,0,0,0,1,1,6,5,4,5,0,20-50万
296,1,2015,0,1,1,1,1,6,6,3,5,0,50-100万
297,1,2016,0,1,1,0,0,1,5,3,5,0,50-100万
298,1,2016,0,0,1,0,1,4,2,6,4,0,0-1万
299,1,2016,0,0,1,0,1,6,3,3,5,0,10-20万
300,1,2018,0,0,1,0,0,1,4,3,5,0,1-10万
301,1,2018,0,0,1,1,0,1,4,3,5,0,10-20万
302,1,2018,0,0,1,0,0,2,4,3,5,0,10-20万
303,1,2018,0,0,1,0,0,1,4,3,5,0,1-10万
304,1,2017,0,0,1,0,1,6,6,5,3,1,0万
305,1,2016,0,0,1,0,1,6,5,3,4,0,0-1万
306,1,2017,0,0,1,0,1,6,0,3,4,1,0万
307,1,2015,0,0,1,1,1,6,5,3,4,1,0万
308,1,2018,0,1,1,0,0,1,0,3,4,0,1-10万
309,1,2016,0,0,1,1,1,6,2,3,4,0,10-20万
310,1,2017,0,0,1,1,1,6,0,7,5,1,0万
311,1,2016,0,0,1,1,1,6,0,7,5,0,1-10万
312,1,2017,0,1,1,0,1,6,6,3,5,0,1000万+
313,1,2018,0,0,1,0,0,1,0,4,5,0,0-1万
314,1,2018,0,0,1,0,1,4,0,4,3,0,50-100万
315,1,2014,0,0,1,1,1,3,0,4,5,0,50-100万
316,1,2016,0,0,1,0,1,2,3,4,5,0,10-20万
317,1,2016,0,0,1,0,1,2,3,4,5,0,10-20万
318,1,2018,0,0,0,0,0,1,0,4,5,0,0-1万
319,1,2017,0,0,1,0,1,3,0,4,5,0,0-1万
320,1,2016,0,0,1,0,1,2,4,4,5,0,10-20万
321,1,2014,0,0,1,1,1,6,7,2,5,0,50-100万
322,1,2018,0,0,1,0,1,4,0,2,5,0,10-20万
323,1,2015,0,0,1,0,1,3,3,2,5,0,1-10万
324,1,2016,0,0,1,0,1,3,0,4,4,0,10-20万
325,1,2017,0,0,1,0,1,6,0,4,5,0,100-1000万
326,1,2016,0,0,1,1,1,6,0,4,5,0,50-100万
327,1,2018,0,1,1,0,1,5,0,4,4,0,10-20万
328,1,2017,0,0,1,0,1,6,5,2,4,1,0万
329,1,2017,0,0,1,0,1,5,5,4,3,1,0万
330,1,2016,0,0,1,1,1,6,6,4,5,0,100-1000万
331,1,2017,0,1,1,0,1,6,6,1,5,0,20-50万
332,1,2015,0,0,1,0,1,6,3,3,5,0,10-20万
333,1,2017,0,0,1,1,1,6,5,1,5,0,20-50万
334,1,2016,0,0,1,1,1,4,0,1,5,0,10-20万
335,1,2015,0,0,1,0,1,6,7,1,5,1,0万
336,1,2016,0,0,1,1,1,6,3,5,4,0,1-10万
337,1,2017,0,0,1,1,1,6,4,1,5,0,1-10万
338,1,2016,0,0,1,1,1,6,3,1,5,0,1-10万
339,1,2017,0,0,1,1,1,6,3,5,5,0,1-10万
340,1,2016,0,1,1,0,1,6,4,3,5,0,0-1万
341,1,2014,0,0,1,1,1,6,4,3,4,0,1-10万
342,1,2014,0,0,1,1,1,4,0,3,4,0,20-50万
343,1,2018,0,0,0,0,0,3,4,6,5,0,1-10万
344,1,2016,0,0,1,0,1,3,4,3,5,0,1-10万
345,1,2016,0,0,0,1,1,4,0,3,4,0,1-10万
346,1,2016,0,1,0,1,1,6,4,6,5,0,1-10万
347,1,2015,0,0,0,1,1,6,3,3,5,0,1-10万
348,1,2016,0,0,0,1,1,6,6,3,4,1,0万
349,1,2015,0,0,0,0,1,4,0,4,4,0,1-10万
350,1,2017,0,0,0,0,1,6,0,6,5,1,0万
351,1,2014,0,1,0,1,1,6,3,6,5,0,10-20万
352,1,2017,0,0,0,0,0,2,2,3,4,0,1-10万
353,1,2017,0,0,0,0,0,2,2,3,4,0,1-10万
354,1,2017,0,0,0,0,0,2,2,1,5,0,1-10万
355,1,2018,0,0,0,0,0,1,3,3,5,0,0-1万
356,1,2017,0,0,0,0,1,3,2,7,4,0,1-10万
357,1,2017,0,0,0,0,1,4,2,7,4,0,1-10万
358,1,2017,0,0,0,1,0,3,2,7,4,0,1-10万
359,1,2019,0,0,1,0,1,6,0,3,5,0,20-50万
360,1,2016,0,0,1,0,1,6,5,2,5,1,0万
361,1,2017,0,0,1,1,1,3,0,4,5,0,20-50万
362,1,2015,0,0,1,1,1,6,6,1,5,0,50-100万
363,1,2017,0,0,1,1,1,6,6,4,5,0,10-20万
364,1,2017,0,1,1,0,0,1,0,4,4,0,50-100万
365,1,2018,0,0,0,1,1,4,6,1,5,1,0万
366,1,2015,0,0,1,1,1,6,2,4,4,1,0万
367,1,2014,0,0,1,1,1,6,0,4,5,0,50-100万
368,1,2017,0,0,1,0,1,4,0,4,4,1,0万
369,1,2018,0,0,0,1,1,6,1,7,5,1,0万
370,1,2015,0,0,0,0,0,1,3,3,2,0,50-100万
371,1,2017,0,0,1,0,0,6,0,2,5,1,0万
372,1,2015,0,0,1,0,1,4,5,3,5,0,20-50万
373,1,2015,0,0,1,0,1,6,0,2,4,0,50-100万
374,1,2017,0,0,0,0,1,6,6,3,2,1,0万
375,1,2016,0,0,0,0,1,3,4,3,5,0,10-20万
376,1,2015,0,0,0,1,1,6,4,4,4,1,0万
377,1,2016,1,1,1,0,0,6,2,1,5,1,0万
378,1,2018,0,0,1,0,1,3,4,3,5,0,50-100万
379,1,2018,0,0,1,0,0,1,4,3,5,0,10-20万
380,1,2014,0,0,1,0,1,6,2,3,5,1,0万
381,1,2015,0,0,1,1,1,5,0,2,5,0,1-10万
382,1,2017,0,0,1,0,1,3,2,7,5,1,0万
383,1,2017,1,1,1,0,1,6,6,3,5,1,0万
384,1,2016,0,0,1,0,1,3,6,3,5,0,1-10万
385,1,2013,0,0,1,1,1,5,6,4,5,1,0万
386,1,2014,0,0,0,0,1,6,4,3,4,1,0万
387,1,2017,0,0,0,0,1,2,0,7,3,0,1-10万
388,1,2016,0,0,1,0,1,3,0,3,5,0,1-10万
389,1,2017,0,0,1,1,1,3,2,4,5,0,1-10万
390,1,2015,0,0,1,0,1,3,4,2,5,1,0万
391,1,2017,0,0,1,1,1,6,5,4,5,0,0-1万
392,1,2016,0,0,1,1,1,3,2,4,5,0,1-10万
393,1,2017,0,0,1,0,1,2,2,4,5,0,1-10万
394,1,2017,0,0,1,1,1,3,5,4,4,0,50-100万
395,1,2015,0,0,1,1,1,6,4,3,4,1,0万
396,1,2016,0,0,1,1,1,6,0,3,4,0,1-10万
397,1,2017,0,0,1,1,1,3,6,4,5,0,100-1000万
398,1,2017,0,0,0,0,1,3,3,4,5,0,1-10万
399,1,2017,0,0,0,0,1,3,3,4,5,1,0万
400,1,2017,0,0,0,0,1,3,4,4,4,1,0万
401,1,2017,0,0,0,0,1,5,4,4,4,1,0万
402,1,2017,0,0,0,1,1,6,4,1,5,1,0万
403,1,2017,0,0,0,1,1,6,0,4,4,1,0万
404,1,2017,0,0,0,1,1,6,0,4,4,1,0万
405,1,2018,0,1,1,0,0,1,0,3,5,0,100-1000万
406,1,2018,0,0,0,0,1,6,0,3,2,0,10-20万
407,1,2018,0,0,0,1,1,3,0,3,2,0,10-20万
408,1,2016,0,0,0,1,1,3,0,3,1,1,0万
409,1,2018,1,0,1,0,1,3,4,3,5,0,20-50万
410,1,2017,1,0,1,0,1,3,2,4,5,0,10-20万
411,1,2018,1,0,1,0,0,2,3,4,5,0,1-10万
412,1,2017,0,0,1,0,1,3,0,3,5,0,50-100万
413,1,2016,0,0,1,0,1,5,4,3,5,0,1-10万
414,1,2017,0,0,1,1,1,4,0,3,4,0,20-50万
415,1,2014,0,0,0,0,0,1,6,3,5,0,50-100万
416,1,2015,0,0,1,1,1,6,0,3,5,0,50-100万
417,1,2015,0,0,1,0,1,6,0,3,5,0,50-100万
418,1,2015,0,0,1,0,1,6,6,3,5,0,20-50万
419,1,2018,0,0,1,1,1,3,4,3,5,0,10-20万
420,1,2017,0,0,0,1,1,6,0,4,5,0,1-10万
421,1,2016,0,1,1,0,1,6,4,4,4,1,0万
422,1,2018,0,0,1,0,1,6,6,7,3,0,20-50万
423,1,2017,0,0,1,1,1,6,3,4,5,0,50-100万
424,1,2015,0,0,1,0,1,4,2,5,4,0,50-100万
425,1,2018,0,0,0,1,1,3,4,4,4,1,0万
426,1,2017,0,0,0,1,1,6,0,3,5,1,0万
427,1,2018,0,1,1,0,0,1,0,4,5,0,20-50万
428,1,2015,0,0,1,1,1,5,6,7,4,0,20-50万
429,1,2016,0,1,0,1,1,6,4,6,5,0,1-10万
430,1,2019,0,1,1,1,1,6,0,2,5,0,20-50万
431,1,2016,0,0,0,1,1,6,0,3,5,0,0-1万
432,1,2015,0,0,0,1,1,6,3,3,5,0,1-10万
433,1,2014,0,0,0,1,1,4,5,4,4,1,0万
434,1,2017,0,0,0,1,1,4,4,3,5,0,10-20万
435,1,2017,0,0,0,1,1,6,2,2,5,0,1-10万
436,1,2017,0,0,0,1,1,4,4,4,5,0,10-20万
437,1,2019,0,0,0,1,1,6,0,2,5,1,0万
438,1,2018,0,0,1,0,1,6,2,2,2,1,0万
439,1,2018,0,0,1,0,1,6,2,2,5,1,0万
440,1,2018,0,0,1,0,1,6,2,2,5,1,0万
441,1,2015,0,0,1,0,1,6,5,3,4,1,0万
442,1,2015,0,0,1,1,1,4,5,3,4,0,10-20万
443,1,2017,0,0,1,1,1,6,0,5,5,1,0万
444,1,2015,0,0,1,1,1,6,5,3,5,0,50-100万
445,1,2017,0,0,1,0,1,2,2,7,5,0,1-10万
446,1,2016,0,0,1,0,1,4,0,3,4,1,0万
447,1,2015,0,0,0,0,1,3,2,5,5,0,0-1万
448,1,2018,0,0,0,0,0,2,2,2,5,0,1-10万
449,1,2018,0,0,0,0,1,2,3,2,5,0,1-10万
450,1,2017,0,0,0,0,1,3,2,2,5,0,1-10万
451,1,2017,0,0,0,0,1,6,3,2,5,1,0万
452,1,2015,0,0,0,1,0,3,4,3,5,0,1-10万
453,1,2016,0,0,0,0,0,2,2,4,3,0,0-1万
454,1,2016,0,0,0,0,1,3,2,4,5,0,10-20万
455,1,2015,0,0,0,0,0,1,0,3,5,0,10-20万
456,1,2017,0,0,0,0,0,2,2,4,4,0,1-10万
457,1,2015,0,0,0,0,0,1,2,4,4,0,1-10万
458,1,2014,0,0,0,0,0,1,2,1,5,0,0-1万
459,1,2015,0,0,0,1,0,1,0,5,5,0,1-10万
460,1,2015,0,0,0,1,0,1,0,5,5,0,1-10万
461,1,2017,0,0,0,0,0,2,2,4,4,0,1-10万
462,1,2016,0,0,0,0,0,1,4,3,5,0,1-10万
463,1,2015,0,0,0,0,0,2,0,3,5,0,1-10万
464,1,2015,0,0,0,0,0,2,3,3,5,0,1-10万
465,1,2015,0,0,0,1,0,1,2,4,4,0,1-10万
466,1,2018,0,0,0,1,0,3,3,3,5,0,1-10万
467,1,2015,0,0,1,1,1,3,5,3,5,0,20-50万
468,1,2017,0,1,0,0,1,4,3,3,4,0,1-10万
469,1,2016,0,0,1,1,1,6,5,3,5,0,50-100万
470,1,2017,0,0,0,0,1,4,0,4,5,0,10-20万
471,1,2016,0,0,0,0,0,1,0,4,3,1,0万
472,1,2016,0,1,0,0,1,4,1,3,2,1,0万
473,1,2016,0,0,0,0,1,2,4,4,4,0,20-50万
474,1,2014,0,1,0,1,1,6,3,3,5,0,1-10万
475,1,2018,0,0,0,0,1,6,5,3,5,0,20-50万
476,1,2016,0,0,0,1,1,6,5,3,5,1,0万
477,1,2017,0,0,1,0,1,6,0,5,4,1,0万
478,1,2016,0,0,1,0,1,6,4,3,5,1,0万
479,1,2014,0,1,1,1,1,6,4,3,5,1,0万
480,1,2018,0,0,1,0,1,6,5,3,5,0,50-100万
481,1,2017,0,0,0,0,0,2,2,3,5,0,1-10万
482,1,2016,0,0,0,1,1,6,0,3,3,0,1-10万
483,1,2018,0,0,0,0,0,2,2,3,2,0,1-10万
484,1,2016,0,0,0,1,1,6,0,3,4,0,1-10万
485,1,2017,0,0,0,0,1,3,2,3,5,0,1-10万
486,1,2018,0,0,0,0,0,1,2,4,5,0,1-10万
487,1,2018,0,0,0,0,0,2,2,4,5,0,1-10万
488,1,2018,0,0,0,0,0,1,2,4,5,0,1-10万
489,1,2017,0,0,0,0,0,2,2,4,4,0,1-10万
490,1,2018,0,0,0,1,1,3,5,3,5,1,0万
491,1,2017,0,0,0,0,0,1,4,3,5,0,1-10万
492,1,2017,0,0,0,0,0,1,4,3,5,0,1-10万
493,1,2017,0,0,0,1,1,6,4,3,5,0,1-10万
494,1,2017,0,0,1,0,1,5,0,3,4,0,10-20万
495,1,2017,0,0,0,1,1,4,4,3,5,0,10-20万
496,2,2016,0,0,0,0,1,6,4,2,5,1,0万
497,2,2016,0,0,0,0,0,2,0,3,4,0,0-1万
498,2,2016,0,0,0,1,1,3,2,4,5,0,1-10万
499,2,2017,0,0,0,1,0,1,2,4,5,0,1-10万
500,2,2016,0,0,0,1,1,4,2,4,3,0,0-1万
501,2,2017,0,0,0,0,0,2,2,7,5,0,1-10万
502,2,2016,0,0,1,1,1,4,6,3,5,0,20-50万
503,2,2016,0,0,1,0,1,5,4,3,5,1,0万
504,2,2015,0,0,1,1,1,4,4,3,5,1,0万
505,2,2015,0,0,1,0,1,3,2,4,2,0,1-10万
506,2,2014,0,0,1,0,0,1,0,5,5,1,0万
507,2,2017,0,0,1,1,1,6,5,3,4,0,20-50万
508,2,2016,0,0,1,0,1,3,3,3,5,1,0万
509,2,2017,0,1,1,1,1,4,3,3,5,0,20-50万
510,2,2015,0,0,1,1,1,6,1,3,5,0,0-1万
511,2,2015,0,0,1,0,1,3,3,3,5,0,0-1万
512,2,2015,0,0,1,0,1,3,3,3,5,0,0-1万
513,2,2018,0,0,0,0,1,3,4,3,2,1,0万
514,2,2016,0,0,1,1,1,4,4,3,5,0,20-50万
515,2,2015,0,0,1,0,1,3,5,3,5,0,20-50万
516,2,2017,0,0,0,1,0,1,0,6,5,0,1-10万
517,2,2017,0,0,0,1,1,4,0,6,5,0,50-100万
518,2,2015,0,0,1,0,1,2,0,6,4,1,0万
519,2,2017,0,0,0,1,1,3,0,6,5,0,1-10万
520,2,2017,0,0,1,0,1,2,0,6,5,0,0-1万
521,2,2015,0,0,1,0,0,2,2,7,5,0,1-10万
522,2,2015,0,0,1,1,1,6,4,4,4,1,0万
523,2,2014,0,0,1,0,1,4,0,4,3,0,10-20万
524,2,2017,0,0,1,1,1,6,5,4,4,1,0万
525,2,2016,0,0,1,1,1,6,0,4,4,0,1-10万
526,2,2018,0,0,1,0,1,5,4,4,4,1,0万
527,2,2019,0,0,1,0,0,1,2,1,5,0,0-1万
528,2,2017,0,0,1,1,1,6,4,4,5,0,10-20万
529,2,2015,0,0,1,0,1,4,3,4,5,0,10-20万
530,2,2018,0,0,1,0,1,3,4,4,5,0,1-10万
531,2,2015,0,0,1,0,1,3,3,4,4,1,0万
532,2,2017,0,0,1,0,1,4,2,4,5,0,1-10万
533,2,2015,0,0,1,0,1,3,3,4,5,0,1-10万
534,2,2017,0,0,1,0,1,3,2,4,5,0,1-10万
535,2,2016,0,0,1,1,1,6,2,4,5,0,1-10万
536,2,2015,0,0,1,0,0,1,2,4,5,0,1-10万
537,2,2014,0,0,1,1,1,6,2,3,4,0,1-10万
538,2,2018,0,0,1,1,1,6,2,4,5,0,1-10万
539,2,2017,0,0,1,1,1,6,2,4,5,0,0-1万
540,2,2016,0,0,1,1,1,6,2,4,5,0,1-10万
541,2,2016,0,0,1,0,0,1,2,4,5,0,0-1万
542,2,2014,0,0,1,1,1,6,0,3,5,0,1-10万
543,2,2015,0,0,1,1,1,6,5,3,5,0,0-1万
544,2,2014,0,0,0,0,0,1,3,3,5,0,1-10万
545,2,2015,0,0,1,1,1,6,4,4,5,0,1-10万
546,2,2016,0,0,1,1,1,4,3,4,5,0,10-20万
547,2,2016,0,0,1,1,1,6,0,4,5,0,1-10万
548,2,2015,0,0,1,0,1,4,3,3,4,0,1-10万
549,2,2016,0,0,1,0,0,1,4,3,4,1,0万
550,2,2013,0,1,1,0,0,1,0,7,4,0,10-20万
551,2,2018,1,1,1,0,0,1,0,6,5,0,0-1万
552,2,2017,0,0,1,1,1,6,3,4,4,1,0万
553,2,2018,0,0,0,0,0,1,0,4,5,0,0-1万
554,2,2015,0,0,1,0,1,3,4,4,4,0,1-10万
555,2,2016,0,0,1,1,1,4,3,3,5,0,1-10万
556,2,2017,0,0,1,1,1,6,0,4,5,1,0万
557,2,2015,0,0,1,0,1,3,2,4,5,1,0万
558,2,2017,0,0,1,0,1,3,0,4,5,0,0-1万
559,2,2017,0,0,1,1,1,5,2,4,5,0,1-10万
560,2,2016,0,0,1,0,1,3,4,4,5,0,1-10万
561,2,2016,0,0,1,0,1,4,4,4,3,0,1-10万
562,2,2016,0,0,1,0,1,3,4,4,5,0,1-10万
563,2,2016,0,0,1,0,0,2,3,4,5,0,1-10万
564,2,2015,0,0,1,1,1,4,3,4,5,0,1-10万
565,2,2016,0,0,1,1,0,3,3,4,5,0,1-10万
566,2,2017,0,0,1,0,1,2,0,4,5,0,1-10万
567,2,2017,0,1,1,0,0,1,0,4,5,0,0-1万
568,2,2017,0,0,1,0,1,6,4,3,3,0,10-20万
569,2,2018,0,0,1,0,0,2,2,7,5,0,1-10万
570,2,2018,0,0,1,0,0,2,2,7,4,0,1-10万
571,2,2018,0,0,1,1,1,6,2,1,5,0,1-10万
572,2,2017,0,0,1,1,0,3,0,3,5,0,1-10万
573,2,2017,0,0,1,0,0,2,2,3,5,0,0-1万
574,2,2017,0,0,1,0,0,2,2,3,5,0,0-1万
575,2,2018,0,0,1,0,0,2,2,3,5,0,0-1万
576,2,2018,0,0,1,0,0,2,2,4,4,0,1-10万
577,2,2018,0,0,1,0,0,1,2,4,4,0,1-10万
578,2,2018,0,0,1,0,0,2,2,1,5,1,0万
579,2,2017,0,0,1,1,1,4,2,3,5,0,1-10万
580,2,2017,0,0,1,1,1,5,2,1,5,0,1-10万
581,2,2018,0,0,1,0,0,1,2,3,5,0,1-10万
582,2,2018,0,0,1,0,0,2,2,3,5,0,1-10万
583,2,2017,0,0,1,0,0,2,2,1,5,0,0-1万
584,2,2015,0,0,1,0,1,2,5,4,5,0,20-50万
585,2,2018,0,0,0,1,0,1,2,6,5,0,1-10万
586,2,2018,0,0,0,1,1,6,0,3,3,0,0-1万
587,2,2018,0,0,0,1,1,6,0,3,3,0,0-1万
588,2,2018,0,0,0,1,1,6,0,3,3,0,0-1万
589,2,2018,0,0,0,1,1,6,0,3,3,0,0-1万
590,2,2017,0,0,1,1,1,6,5,1,5,0,10-20万
591,2,2016,0,0,0,1,1,6,3,4,4,0,0-1万
592,2,2015,0,0,0,1,1,3,1,3,5,0,1-10万
593,2,2016,0,1,1,0,1,3,3,3,5,0,1-10万
594,2,2018,0,0,0,1,1,4,0,4,5,0,1-10万
595,2,2015,0,1,1,0,0,2,4,3,5,0,1-10万
596,2,2018,0,0,0,0,1,6,0,4,5,0,20-50万
597,2,2015,0,0,0,0,0,1,0,4,5,0,0-1万
598,2,2014,0,0,1,1,1,4,6,4,5,0,100-1000万
599,2,2018,0,0,1,0,1,3,5,4,4,1,0万
600,2,2017,0,0,1,1,1,6,4,4,3,1,0万
601,2,2016,0,0,1,1,1,6,0,4,5,1,0万
602,2,2018,0,0,0,0,0,1,0,4,5,0,1-10万
603,2,2014,0,0,1,0,0,2,0,4,4,1,0万
604,2,2017,0,0,1,0,1,4,2,4,3,1,0万
605,2,2019,0,1,1,0,0,1,0,4,5,0,0-1万
606,2,2018,0,0,1,0,0,2,3,4,4,1,0万
607,2,2018,0,0,1,1,1,5,4,3,5,0,20-50万
608,2,2017,0,0,1,0,0,2,3,4,4,0,1-10万
609,2,2017,0,0,1,1,1,6,3,4,5,0,1-10万
610,2,2015,0,0,1,1,1,4,4,4,5,1,0万
611,2,2016,0,0,1,0,1,5,5,3,5,0,20-50万
612,2,2018,0,0,0,0,0,2,0,4,3,1,0万
613,2,2017,0,0,0,1,1,4,0,2,4,1,0万
614,2,2016,0,0,0,0,1,3,2,3,5,0,1-10万
615,2,2016,0,0,0,0,1,6,3,3,4,0,1-10万
616,2,2015,0,0,0,0,0,1,0,4,4,1,0万
617,2,2017,0,0,0,1,1,6,2,4,5,0,1-10万
618,2,2015,0,0,0,1,1,3,0,4,4,0,1-10万
619,2,2017,0,0,0,0,0,1,3,4,4,1,0万
620,2,2015,0,0,0,0,1,2,3,4,4,0,1-10万
621,2,2014,0,0,0,0,0,1,3,4,5,0,10-20万
622,2,2015,0,0,0,0,1,2,2,4,3,1,0万
623,2,2016,0,0,0,0,1,2,4,7,5,0,10-20万
624,2,2017,0,0,0,0,1,2,2,4,5,1,0万
625,2,2015,0,0,0,0,0,1,0,2,5,0,1-10万
626,2,2016,0,0,0,0,1,3,2,4,5,1,0万
627,2,2015,0,0,0,1,1,5,0,3,5,0,1-10万
628,2,2016,0,0,1,0,1,2,3,6,4,0,1-10万
629,2,2018,0,0,1,0,1,5,4,7,4,1,0万
630,2,2015,0,0,1,0,0,2,2,1,5,1,0万
631,2,2015,0,0,1,0,0,1,2,1,5,1,0万
632,2,2015,0,0,1,0,0,1,2,1,5,1,0万
633,2,2015,0,0,1,0,0,1,2,1,5,1,0万
634,2,2015,0,0,1,0,0,1,2,1,5,1,0万
635,2,2015,0,0,1,0,0,2,2,1,5,1,0万
636,2,2015,0,0,1,0,1,6,3,4,3,1,0万
637,2,2015,0,0,1,0,1,6,3,1,4,1,0万
638,2,2018,0,0,1,0,1,6,4,3,4,1,0万
